einwohner	plz	qkm	geometry
10597	66646	39.859522	POLYGON ((6.9953289 49.4379674, 7.0067873 49.4480386, 7.02677 49.4499177, 7.0246509 49.4542641, 7.0300666 49.4599245, 7.0371157 49.4645679, 7.0460076 49.4659416, 7.0429137 49.4714604, 7.0474793 49.47252530000001, 7.0506238 49.4833905, 7.0563567 49.4865424, 7.053769600000001 49.489498, 7.0623051 49.490796, 7.0602505 49.49436130000001, 7.0751588 49.5036001, 7.0783089 49.5019644, 7.0809925 49.5035801, 7.0820047 49.501347, 7.0677384 49.4971727, 7.0890059 49.4807929, 7.0887729 49.464265, 7.0929464 49.460167, 7.1031517 49.4615433, 7.111932000000001 49.4585817, 7.0929931 49.4511853, 7.0934682 49.4409508, 7.1015575 49.43464040000001, 7.1024575 49.4208236, 7.0941264 49.4217589, 7.0911013 49.4144414, 7.0814948 49.4105977, 7.0693299 49.4117678, 7.059899 49.4092586, 7.0549983 49.4164366, 7.0475786 49.4268028, 7.0407676 49.4223053, 7.023408 49.4239381, 7.0176459 49.4272758, 7.0177818 49.4308963, 7.009219 49.4306064, 7.009657 49.4332691, 6.9957489 49.4347189, 6.9953289 49.4379674))
6164	66649	23.612783	POLYGON ((7.0484728 49.5230847, 7.0498767 49.5253865, 7.0597568 49.5245327, 7.0707479 49.5357242, 7.0806094 49.5334905, 7.0858488 49.535535, 7.0905382 49.539684, 7.08354 49.5479512, 7.089604 49.5474342, 7.0916602 49.5503724, 7.1003094 49.5518944, 7.106219200000001 49.5484014, 7.1201365 49.5509665, 7.1347036 49.5480027, 7.139686 49.5509063, 7.1420097 49.5438197, 7.1289671 49.53645180000001, 7.1238345 49.52962830000001, 7.1259269 49.527387, 7.1221564 49.5278372, 7.1233395 49.5164337, 7.1294422 49.5114119, 7.1103936 49.5045072, 7.0820047 49.501347, 7.0809925 49.5035801, 7.0783089 49.5019644, 7.0751588 49.5036001, 7.0602505 49.49436130000001, 7.060256 49.49832620000001, 7.0561356 49.4985268, 7.0603285 49.5037269, 7.0558141 49.5049705, 7.056393 49.5144308, 7.0519614 49.5152167, 7.0484728 49.5230847))
29754	66663	109.028211	POLYGON ((6.5042406 49.4478286, 6.5139239 49.4461018, 6.5311285 49.4565657, 6.5395094 49.4572081, 6.541953800000001 49.4606235, 6.5476739 49.4593751, 6.5544496 49.4812257, 6.5630985 49.4777109, 6.5737057 49.4774323, 6.57908 49.4799158, 6.5744512 49.48396230000001, 6.5821482 49.4811042, 6.6089255 49.4877125, 6.618931 49.4859887, 6.6299976 49.48977230000001, 6.6373379 49.4873757, 6.6427308 49.4911507, 6.6381192 49.5003081, 6.6452897 49.5010017, 6.6474792 49.5037626, 6.6520431 49.5048155, 6.6521699 49.4969908, 6.6553293 49.4986667, 6.6756132 49.49460140000001, 6.6763515 49.4966133, 6.6836234 49.4959698, 6.6829963 49.4913183, 6.6962248 49.4835764, 6.6901463 49.47566740000001, 6.6942344 49.4727995, 6.6915164 49.4711303, 6.693545200000001 49.4592742, 6.7093753 49.4598869, 6.7252024 49.4456169, 6.7136154 49.4383541, 6.7091021 49.4234279, 6.7032537 49.417381, 6.6988023 49.4178038, 6.6955906 49.414975, 6.7003445 49.4073582, 6.6923117 49.4075937, 6.6841424 49.3981365, 6.6769473 49.3974472, 6.6712523 49.4006836, 6.6630237 49.3984463, 6.6417369 49.411729, 6.6382501 49.4089086, 6.635734500000001 49.4110903, 6.6290554 49.40992250000001, 6.6229423 49.4041511, 6.6076885 49.4020643, 6.6004765 49.3974379, 6.5921507 49.4000466, 6.5864065 49.3990207, 6.5715076 49.4178413, 6.5649506 49.4155878, 6.5574687 49.4195594, 6.5401295 49.4333847, 6.5249516 49.4354989, 6.5042406 49.4478286))
15926	66679	96.736041	POLYGON ((6.6507816 49.5433298, 6.650688 49.5495247, 6.6529961 49.5511759, 6.6583891 49.54383850000001, 6.6642393 49.5427046, 6.6838245 49.548152, 6.6905805 49.5352664, 6.694129 49.53989390000001, 6.7005251 49.54175870000001, 6.7103622 49.55395140000001, 6.7340311 49.5601929, 6.7439371 49.5575963, 6.7572958 49.5616338, 6.7639202 49.56162320000001, 6.7723639 49.5465945, 6.7869359 49.5383474, 6.7933744 49.5284179, 6.7919302 49.5170852, 6.7971282 49.5082279, 6.8070715 49.511694, 6.810466300000001 49.5105106, 6.8121153 49.5056066, 6.8059525 49.4961301, 6.8152123 49.4924319, 6.8138336 49.4894802, 6.7998825 49.484574, 6.8002759 49.47579780000001, 6.8070751 49.4756636, 6.8050163 49.4717562, 6.7973135 49.4586326, 6.7929504 49.4573796, 6.7928071 49.4627713, 6.7842531 49.4644502, 6.7688677 49.4616165, 6.7578234 49.4542939, 6.7447991 49.454385, 6.7371927 49.4623701, 6.7151861 49.467226, 6.71046 49.4653803, 6.7093753 49.4598869, 6.693545200000001 49.4592742, 6.6915164 49.4711303, 6.6942344 49.4727995, 6.6901463 49.47566740000001, 6.6962248 49.4835764, 6.6829963 49.4913183, 6.6836234 49.4959698, 6.6763515 49.4966133, 6.6756132 49.49460140000001, 6.6553293 49.4986667, 6.6521699 49.4969908, 6.6520431 49.5048155, 6.6474792 49.5037626, 6.6426373 49.5042359, 6.6423772 49.5106748, 6.633405900000001 49.5155177, 6.6425047 49.5218228, 6.650665000000001 49.5226662, 6.64629 49.529624, 6.6496095 49.5313893, 6.6477101 49.5346388, 6.6576014 49.5410606, 6.6507816 49.5433298))
16221	66687	111.044228	POLYGON ((6.810466300000001 49.5105106, 6.8155072 49.5127221, 6.8228552 49.5109806, 6.8265108 49.5251843, 6.8295705 49.521823, 6.8513465 49.5284577, 6.8373359 49.5440246, 6.8486559 49.5442576, 6.8511864 49.5498926, 6.8447582 49.5565363, 6.8366462 49.5579344, 6.8364289 49.5617724, 6.8249464 49.56929280000001, 6.8251811 49.5712755, 6.8305617 49.5703718, 6.8349918 49.5830132, 6.8415148 49.5883056, 6.8391526 49.5926666, 6.8439528 49.5900145, 6.8573999 49.6052978, 6.8641072 49.6077927, 6.8707052 49.60813390000001, 6.8763071 49.6023684, 6.8796763 49.6083523, 6.8899168 49.6066655, 6.8840817 49.611736, 6.8918945 49.6130328, 6.8952351 49.5972626, 6.9056956 49.59043440000001, 6.909551 49.5941839, 6.9339575 49.5995284, 6.9534227 49.5945889, 6.9565263 49.5976636, 6.9550695 49.5908843, 6.958554 49.58599390000001, 6.9521739 49.5828243, 6.9554265 49.5794476, 6.9497873 49.5738713, 6.9529319 49.5704486, 6.9485695 49.5662221, 6.9567133 49.5654522, 6.9561354 49.5616946, 6.9610977 49.5620726, 6.96296 49.5594363, 6.9543022 49.5537204, 6.959004 49.5423808, 6.9531149 49.5331028, 6.9550324 49.5120433, 6.9285265 49.5036731, 6.9230522 49.5036541, 6.918316900000001 49.5077626, 6.9100551 49.5017193, 6.9029831 49.4948421, 6.8746972 49.47952300000001, 6.8536682 49.4828294, 6.8416769 49.4749983, 6.8363982 49.4756171, 6.8207068 49.4689258, 6.8127827 49.4743754, 6.8050163 49.4717562, 6.8070751 49.4756636, 6.8002759 49.47579780000001, 6.7998825 49.484574, 6.8138336 49.4894802, 6.8152123 49.4924319, 6.8059525 49.4961301, 6.8121153 49.5056066, 6.810466300000001 49.5105106))
12210	66693	78.248795	POLYGON ((6.4673765 49.5429368, 6.4737866 49.5435254, 6.4943576 49.5306129, 6.4996649 49.5304449, 6.5094435 49.5355863, 6.5149867 49.5349724, 6.5169264 49.5276712, 6.5271189 49.5306319, 6.5388892 49.5393059, 6.554662 49.5358423, 6.5637907 49.5405188, 6.5660394 49.5377921, 6.5744252 49.5343695, 6.5847617 49.5194892, 6.589325 49.5171124, 6.6004184 49.5187832, 6.6055387 49.5167005, 6.6111679 49.520763, 6.6076244 49.5276253, 6.6194787 49.530307, 6.6170031 49.5354384, 6.6323049 49.5417167, 6.6402937 49.5406568, 6.6415465 49.5375862, 6.6507816 49.5433298, 6.6576014 49.5410606, 6.6477101 49.5346388, 6.6496095 49.5313893, 6.64629 49.529624, 6.650665000000001 49.5226662, 6.6425047 49.5218228, 6.633405900000001 49.5155177, 6.6423772 49.5106748, 6.6426373 49.5042359, 6.6474792 49.5037626, 6.6452897 49.5010017, 6.6381192 49.5003081, 6.6427308 49.4911507, 6.6373379 49.4873757, 6.6299976 49.48977230000001, 6.618931 49.4859887, 6.6089255 49.4877125, 6.5821482 49.4811042, 6.5744512 49.48396230000001, 6.57908 49.4799158, 6.5737057 49.4774323, 6.5630985 49.4777109, 6.5544496 49.4812257, 6.5476739 49.4593751, 6.541953800000001 49.4606235, 6.5395094 49.4572081, 6.5311285 49.4565657, 6.5139239 49.4461018, 6.5042406 49.4478286, 6.4841108 49.4528548, 6.4897828 49.4558682, 6.4842704 49.4589246, 6.4908218 49.4648779, 6.4862451 49.4748495, 6.4975633 49.4835947, 6.4862364 49.5005842, 6.4928883 49.5042198, 6.5006209 49.5045611, 6.4929855 49.5212019, 6.4842803 49.5195426, 6.4830293 49.5220716, 6.4796986 49.5201491, 6.464793500000001 49.5217283, 6.4633154 49.5194358, 6.4472808 49.5230257, 6.4489493 49.5278346, 6.4584053 49.5285868, 6.4608854 49.5319053, 6.4772686 49.5309784, 6.4673765 49.5429368))
15368	66701	51.693147	POLYGON ((6.6630237 49.3984463, 6.6712523 49.4006836, 6.6769473 49.3974472, 6.6841424 49.3981365, 6.6923117 49.4075937, 6.7003445 49.4073582, 6.6955906 49.414975, 6.6988023 49.4178038, 6.7032537 49.417381, 6.7091021 49.4234279, 6.7136154 49.4383541, 6.7252024 49.4456169, 6.7093753 49.4598869, 6.71046 49.4653803, 6.7151861 49.467226, 6.7371927 49.4623701, 6.7447991 49.454385, 6.7578234 49.4542939, 6.7688677 49.4616165, 6.7842531 49.4644502, 6.7928071 49.4627713, 6.7929504 49.4573796, 6.7973135 49.4586326, 6.7963725 49.4542416, 6.8021526 49.45075900000001, 6.7952717 49.4464096, 6.7970134 49.4425919, 6.7853531 49.4377964, 6.7952076 49.4328, 6.7949197 49.4183606, 6.7987456 49.4157826, 6.7867249 49.406013, 6.7635292 49.4021334, 6.7530104 49.3952276, 6.7463986 49.3951263, 6.7426592 49.3959111, 6.7188696 49.3834455, 6.7156551 49.378616, 6.6960883 49.3721302, 6.6943021 49.3815987, 6.6709468 49.3900202, 6.6630237 49.3984463))
7791	66706	75.415294	POLYGON ((6.3809834 49.5510616, 6.3936751 49.547538, 6.4139991 49.54723700000001, 6.4141661 49.5433045, 6.4279556 49.5484913, 6.4445378 49.5428085, 6.4484522 49.5442734, 6.4520797 49.538383, 6.463995 49.5442844, 6.4673765 49.5429368, 6.4772686 49.5309784, 6.4608854 49.5319053, 6.4584053 49.5285868, 6.4489493 49.5278346, 6.4472808 49.5230257, 6.4633154 49.5194358, 6.464793500000001 49.5217283, 6.4796986 49.5201491, 6.4830293 49.5220716, 6.4842803 49.5195426, 6.4929855 49.5212019, 6.5006209 49.5045611, 6.4928883 49.5042198, 6.4862364 49.5005842, 6.4975633 49.4835947, 6.4862451 49.4748495, 6.4908218 49.4648779, 6.4842704 49.4589246, 6.4897828 49.4558682, 6.4841108 49.4528548, 6.464533000000001 49.466449, 6.455921 49.46289, 6.443351 49.468213, 6.440569 49.4667516, 6.428027100000001 49.4769475, 6.4203648 49.4763841, 6.408716 49.4677269, 6.3941807 49.4641762, 6.3798532 49.4663043, 6.3750635 49.4643505, 6.368754100000001 49.469222, 6.3684444 49.5034962, 6.3576946 49.53058050000001, 6.3809834 49.5510616))
6556	66709	33.642249	POLYGON ((6.7572958 49.5616338, 6.768038 49.5684936, 6.7785948 49.5702546, 6.798141 49.5860138, 6.813677900000001 49.5920532, 6.8222751 49.5863494, 6.8243369 49.5884453, 6.8349918 49.5830132, 6.8305617 49.5703718, 6.8251811 49.5712755, 6.8249464 49.56929280000001, 6.8364289 49.5617724, 6.8366462 49.5579344, 6.8447582 49.5565363, 6.8511864 49.5498926, 6.8486559 49.5442576, 6.8373359 49.5440246, 6.8513465 49.5284577, 6.8295705 49.521823, 6.8265108 49.5251843, 6.8228552 49.5109806, 6.8155072 49.5127221, 6.810466300000001 49.5105106, 6.8070715 49.511694, 6.7971282 49.5082279, 6.7919302 49.5170852, 6.7933744 49.5284179, 6.7869359 49.5383474, 6.7723639 49.5465945, 6.7639202 49.56162320000001, 6.7572958 49.5616338))
34520	66740	43.636429	POLYGON ((6.7193522 49.3384322, 6.7478206 49.3520979, 6.7575489 49.3618482, 6.7638243 49.3611415, 6.7814956 49.3404393, 6.7982169 49.3347239, 6.8154519 49.333438, 6.815432200000001 49.3295724, 6.8092518 49.3312231, 6.7968818 49.3286311, 6.8005011 49.3217504, 6.796651 49.3198608, 6.7795095 49.3232872, 6.7743209 49.3194765, 6.7731837 49.3076096, 6.7628344 49.3061423, 6.766264 49.2862497, 6.774695 49.277692, 6.780491400000001 49.2739741, 6.7799211 49.2708336, 6.7636518 49.26028, 6.7624638 49.2617676, 6.7294116 49.26990230000001, 6.7213213 49.2795723, 6.7117101 49.2840554, 6.7217151 49.297105, 6.7092099 49.2967709, 6.7073331 49.3001893, 6.7008053 49.298747, 6.6961679 49.304515, 6.6906467 49.3019861, 6.6918514 49.3068585, 6.6822198 49.30724610000001, 6.6867617 49.3160581, 6.6751543 49.3145483, 6.6929732 49.31856, 6.6937751 49.3148704, 6.697146400000001 49.3159712, 6.6958828 49.3126334, 6.7009451 49.313323, 6.7235063 49.3219884, 6.7251385 49.325611, 6.7305631 49.3240367, 6.7326365 49.326654, 6.7280955 49.3343776, 6.7193522 49.3384322))
20259	66763	21.816333	POLYGON ((6.6895027 49.3469895, 6.6937816 49.3475129, 6.6908086 49.3522521, 6.696339500000001 49.3571004, 6.6986141 49.3553437, 6.7042422 49.3575507, 6.6988605 49.359721, 6.701993300000001 49.3680979, 6.6960883 49.3721302, 6.7156551 49.378616, 6.7188696 49.3834455, 6.7426592 49.3959111, 6.7463986 49.3951263, 6.7544139 49.38501190000001, 6.7638354 49.3874252, 6.7784754 49.3698213, 6.7638243 49.3611415, 6.7575489 49.3618482, 6.7478206 49.3520979, 6.7193522 49.3384322, 6.7026206 49.3461895, 6.6928541 49.3418921, 6.6895027 49.3469895))
17348	66773	27.237101	POLYGON ((6.796651 49.3198608, 6.8005011 49.3217504, 6.7968818 49.3286311, 6.8092518 49.3312231, 6.815432200000001 49.3295724, 6.8154519 49.333438, 6.8414769 49.3326448, 6.8495754 49.3181503, 6.854906600000001 49.3169969, 6.8751111 49.3267517, 6.8769917 49.3266872, 6.8734818 49.3234882, 6.8828437 49.3165059, 6.8755924 49.3108156, 6.8796168 49.3011388, 6.8678436 49.2916857, 6.863381500000001 49.2970784, 6.859774700000001 49.2945809, 6.8669299 49.2902798, 6.8569497 49.2857989, 6.8517279 49.2820268, 6.8433471 49.2857803, 6.8272196 49.2831181, 6.8218318 49.2868343, 6.7928911 49.2835458, 6.78693 49.2870283, 6.7832578 49.2860091, 6.7826209 49.28885160000001, 6.7916112 49.2912158, 6.7897052 49.2943255, 6.7960939 49.3031036, 6.8042358 49.3075066, 6.796651 49.3198608))
14560	66780	61.520782	POLYGON ((6.5574687 49.4195594, 6.5649506 49.4155878, 6.5715076 49.4178413, 6.5864065 49.3990207, 6.5921507 49.4000466, 6.6004765 49.3974379, 6.6076885 49.4020643, 6.6229423 49.4041511, 6.6290554 49.40992250000001, 6.635734500000001 49.4110903, 6.6382501 49.4089086, 6.6417369 49.411729, 6.6630237 49.3984463, 6.6709468 49.3900202, 6.6943021 49.3815987, 6.6960883 49.3721302, 6.701993300000001 49.3680979, 6.6988605 49.359721, 6.7042422 49.3575507, 6.6986141 49.3553437, 6.696339500000001 49.3571004, 6.6908086 49.3522521, 6.6937816 49.3475129, 6.6895027 49.3469895, 6.6800248 49.3465683, 6.6758132 49.349627, 6.6728061 49.3422384, 6.664232 49.3449915, 6.6545003 49.3390687, 6.638057900000001 49.3425659, 6.622601 49.3395568, 6.6156756 49.3427226, 6.5956746 49.3300417, 6.590716 49.3362508, 6.5784729 49.33486220000001, 6.5759737 49.3415694, 6.5657732 49.3478313, 6.5635818 49.3559035, 6.5741753 49.3587565, 6.5817189 49.3563366, 6.5881005 49.3495155, 6.5917883 49.35808480000001, 6.5964897 49.3593676, 6.6022999 49.3671105, 6.5945745 49.3715309, 6.5832277 49.3685155, 6.5867 49.3851819, 6.5800023 49.3854663, 6.5768227 49.389705, 6.5634635 49.3881946, 6.5600885 49.3925409, 6.5522457 49.3941811, 6.5521492 49.3998996, 6.5409917 49.4011993, 6.5386603 49.40533, 6.5385504 49.4120702, 6.5574687 49.4195594))
17942	66787	25.915692	POLYGON ((6.7196376 49.2213359, 6.7234562 49.2254645, 6.7253371 49.2413663, 6.7359927 49.2435633, 6.7360429 49.2484235, 6.7438735 49.2497773, 6.745269100000001 49.2539568, 6.7554976 49.2509504, 6.7624638 49.2617676, 6.7636518 49.26028, 6.7799211 49.2708336, 6.780491400000001 49.2739741, 6.8204228 49.2698188, 6.8382887 49.2568657, 6.8336754 49.2559498, 6.8326075 49.2582926, 6.8233599 49.2555419, 6.8108097 49.2407945, 6.7973969 49.23985400000001, 6.7984076 49.2335906, 6.7937243 49.23341810000001, 6.792102200000001 49.2360656, 6.7820068 49.2279849, 6.7671489 49.2228115, 6.7397428 49.2263061, 6.7389839 49.2282939, 6.7232312 49.2189017, 6.7196376 49.2213359))
13358	66793	41.673425	POLYGON ((6.7638243 49.3611415, 6.7784754 49.3698213, 6.7802998 49.366854, 6.8028071 49.3755083, 6.8252308 49.3692886, 6.835702300000001 49.3703638, 6.8492765 49.3742737, 6.8550287 49.3800266, 6.8655038 49.3844094, 6.8722103 49.3765587, 6.8714813 49.3719218, 6.9159039 49.3736597, 6.9221459 49.368019, 6.9035963 49.3552879, 6.8782729 49.346349, 6.8631982 49.3470016, 6.8717112 49.3445666, 6.8802381 49.3356134, 6.8804402 49.3309147, 6.8751111 49.3267517, 6.854906600000001 49.3169969, 6.8495754 49.3181503, 6.8414769 49.3326448, 6.8154519 49.333438, 6.7982169 49.3347239, 6.7814956 49.3404393, 6.7638243 49.3611415))
9500	66798	42.223937	POLYGON ((6.5956746 49.3300417, 6.6156756 49.3427226, 6.622601 49.3395568, 6.638057900000001 49.3425659, 6.6545003 49.3390687, 6.664232 49.3449915, 6.6728061 49.3422384, 6.6758132 49.349627, 6.6800248 49.3465683, 6.6895027 49.3469895, 6.6928541 49.3418921, 6.7026206 49.3461895, 6.7193522 49.3384322, 6.7280955 49.3343776, 6.7326365 49.326654, 6.7305631 49.3240367, 6.7251385 49.325611, 6.7235063 49.3219884, 6.7009451 49.313323, 6.6958828 49.3126334, 6.697146400000001 49.3159712, 6.6937751 49.3148704, 6.6929732 49.31856, 6.6751543 49.3145483, 6.6867617 49.3160581, 6.6822198 49.30724610000001, 6.6918514 49.3068585, 6.6906467 49.3019861, 6.6732283 49.2830886, 6.6754504 49.2810891, 6.6715664 49.2798022, 6.6654244 49.2850245, 6.6600887 49.2836051, 6.6532691 49.2812149, 6.6503165 49.28857010000001, 6.6441114 49.2898359, 6.6387971 49.2956153, 6.6319589 49.29574100000001, 6.6246991 49.3027905, 6.6153787 49.3016258, 6.5890954 49.32212560000001, 6.5956746 49.3300417))
11686	66802	34.032096	POLYGON ((6.6600887 49.2836051, 6.6654244 49.2850245, 6.6715664 49.2798022, 6.6754504 49.2810891, 6.6732283 49.2830886, 6.6906467 49.3019861, 6.6961679 49.304515, 6.7008053 49.298747, 6.7073331 49.3001893, 6.7092099 49.2967709, 6.7217151 49.297105, 6.7117101 49.2840554, 6.7213213 49.2795723, 6.7294116 49.26990230000001, 6.7624638 49.2617676, 6.7554976 49.2509504, 6.745269100000001 49.2539568, 6.7438735 49.2497773, 6.7360429 49.2484235, 6.7359927 49.2435633, 6.7253371 49.2413663, 6.7234562 49.2254645, 6.7196376 49.2213359, 6.697153 49.2152107, 6.6896776 49.2204998, 6.6896729 49.2356465, 6.6847753 49.2416906, 6.6900659 49.2496544, 6.6755889 49.2575216, 6.6643985 49.2545239, 6.660505100000001 49.2612791, 6.6665722 49.2679134, 6.6659613 49.2768704, 6.6703217 49.280265, 6.6600887 49.2836051))
6555	66806	8.3878	POLYGON ((6.796651 49.3198608, 6.8042358 49.3075066, 6.7960939 49.3031036, 6.7897052 49.2943255, 6.7916112 49.2912158, 6.7826209 49.28885160000001, 6.7832578 49.2860091, 6.7802763 49.27899450000001, 6.774695 49.277692, 6.766264 49.2862497, 6.7628344 49.3061423, 6.7731837 49.3076096, 6.7743209 49.3194765, 6.7795095 49.3232872, 6.796651 49.3198608))
9316	66809	22.503212	POLYGON ((6.7463986 49.3951263, 6.7530104 49.3952276, 6.7635292 49.4021334, 6.7867249 49.406013, 6.7987456 49.4157826, 6.8200287 49.402746, 6.817393200000001 49.39909230000001, 6.820647100000001 49.3936443, 6.8410907 49.3978002, 6.8453337 49.3948408, 6.8428376 49.392207, 6.8460866 49.3927027, 6.8494157 49.3802969, 6.8550287 49.3800266, 6.8492765 49.3742737, 6.835702300000001 49.3703638, 6.8252308 49.3692886, 6.8028071 49.3755083, 6.7802998 49.366854, 6.7784754 49.3698213, 6.7638354 49.3874252, 6.7544139 49.38501190000001, 6.7463986 49.3951263))
19527	66822	64.20396	POLYGON ((6.9360806 49.4715584, 6.9558856 49.4849692, 6.9633515 49.4877919, 6.969005700000001 49.4863011, 6.9688287 49.4787479, 6.9722183 49.4769091, 6.9701176 49.4701759, 6.9761097 49.4656934, 6.9716554 49.4611999, 6.9785624 49.4533758, 6.974314 49.4507511, 6.9842796 49.4501912, 6.9893499 49.4366717, 6.9663652 49.4318382, 6.9520035 49.4241073, 6.9406059 49.424678, 6.9320057 49.4288838, 6.9313553 49.4246538, 6.9229976 49.4214691, 6.9235329 49.4142873, 6.9174973 49.4128644, 6.9298086 49.4023364, 6.9232704 49.3958962, 6.930821300000001 49.397762, 6.9387742 49.3930505, 6.9352677 49.3896939, 6.9392837 49.3885481, 6.9390192 49.3820298, 6.9441994 49.3776043, 6.9371654 49.3767424, 6.937964300000001 49.3728668, 6.9318892 49.3752775, 6.9314141 49.3676348, 6.9221459 49.368019, 6.9159039 49.3736597, 6.8714813 49.3719218, 6.8722103 49.3765587, 6.8655038 49.3844094, 6.8550287 49.3800266, 6.8494157 49.3802969, 6.8460866 49.3927027, 6.8551854 49.3949887, 6.8615759 49.4025736, 6.8711401 49.4032442, 6.865625 49.4066145, 6.868611 49.407934, 6.864832800000001 49.4141036, 6.8646956 49.4192338, 6.8748089 49.4233422, 6.8729194 49.4295554, 6.8691264 49.4299236, 6.872846 49.43262310000001, 6.8831997 49.4322652, 6.8896381 49.4378787, 6.8797575 49.4510237, 6.8837511 49.4526888, 6.8801825 49.4553475, 6.882411800000001 49.4605124, 6.8715732 49.4627426, 6.871564500000001 49.46483740000001, 6.878696400000001 49.4680232, 6.8834747 49.4618146, 6.888656 49.4604409, 6.8958143 49.46494390000001, 6.896832 49.4604545, 6.9063293 49.4660309, 6.9059621 49.4606799, 6.9118164 49.4605115, 6.927626000000001 49.4668796, 6.9351759 49.466241, 6.9360806 49.4715584))
16455	66839	58.627128	POLYGON ((6.7973135 49.4586326, 6.8050163 49.4717562, 6.8127827 49.4743754, 6.8207068 49.4689258, 6.8363982 49.4756171, 6.8416769 49.4749983, 6.8536682 49.4828294, 6.8746972 49.47952300000001, 6.9029831 49.4948421, 6.9100551 49.5017193, 6.9263025 49.4888387, 6.9197276 49.4836774, 6.9130337 49.4829991, 6.9117229 49.4791978, 6.9248231 49.468665, 6.932312 49.4724916, 6.9360806 49.4715584, 6.9351759 49.466241, 6.927626000000001 49.4668796, 6.9118164 49.4605115, 6.9059621 49.4606799, 6.9063293 49.4660309, 6.896832 49.4604545, 6.8958143 49.46494390000001, 6.888656 49.4604409, 6.8834747 49.4618146, 6.878696400000001 49.4680232, 6.871564500000001 49.46483740000001, 6.8715732 49.4627426, 6.882411800000001 49.4605124, 6.8801825 49.4553475, 6.8837511 49.4526888, 6.8797575 49.4510237, 6.8896381 49.4378787, 6.8831997 49.4322652, 6.872846 49.43262310000001, 6.8691264 49.4299236, 6.8729194 49.4295554, 6.8748089 49.4233422, 6.8646956 49.4192338, 6.864832800000001 49.4141036, 6.868611 49.407934, 6.865625 49.4066145, 6.8711401 49.4032442, 6.8615759 49.4025736, 6.8551854 49.3949887, 6.8460866 49.3927027, 6.8428376 49.392207, 6.8453337 49.3948408, 6.8410907 49.3978002, 6.820647100000001 49.3936443, 6.817393200000001 49.39909230000001, 6.8200287 49.402746, 6.7987456 49.4157826, 6.7949197 49.4183606, 6.7952076 49.4328, 6.7853531 49.4377964, 6.7970134 49.4425919, 6.7952717 49.4464096, 6.8021526 49.45075900000001, 6.7963725 49.4542416, 6.7973135 49.4586326))
